id,author,geometry,pressure [MPa],mass_flux [kg/m2-s],x_e_out [-],D_e [mm],D_h [mm],length [mm],chf_exp [MW/m2]
27699,Janssen,annulus,6.89,,0.0384,12.7,42.3,1778.0,2.6
27700,Thompson,tube,10.34,4815.0,-0.1248,,,762.0,4.3
27701,Peskov,tube,12.0,4750.0,-0.0465,,10.0,400.0,5.3
27702,Janssen,annulus,,,,12.7,,,2.0
27703,Williams,tube,13.79,1332.0,0.1282,9.5,9.5,1836.0,1.8
27704,Peskov,,,1944.0,-0.0465,10.0,10.0,,3.2
27705,Thompson,tube,,3458.0,0.0305,7.8,7.8,591.0,2.5
27706,,tube,3.86,4069.0,,5.6,5.6,432.0,3.1
27707,Thompson,tube,7.03,1017.0,0.1133,10.8,10.8,,7.3
27708,Janssen,,9.68,1519.0,0.0297,12.7,42.3,,3.4
27709,Thompson,tube,6.89,1316.0,0.1501,37.5,37.5,,2.9
27710,Thompson,tube,17.24,2984.0,-0.0123,1.9,,696.0,2.8
27711,Thompson,tube,13.79,3635.0,-0.0221,1.9,1.9,696.0,3.6
27712,Thompson,tube,13.79,3852.0,,1.9,1.9,152.0,4.3
27713,Janssen,annulus,6.85,2238.0,,,,2743.0,2.0
27714,Thompson,tube,6.89,6400.0,,4.7,4.7,,8.9
27715,Weatherhead,tube,,1343.0,0.0392,11.1,,457.0,1.8
27716,,,,3784.0,,10.8,,432.0,6.5
27717,Richenderfer,plate,0.1,1500.0,,15.0,120.0,10.0,4.4
27718,Thompson,tube,13.79,3608.0,,4.7,4.7,318.0,3.2
27719,Beus,,,,0.1219,5.6,15.2,2134.0,1.3
27720,Thompson,tube,13.79,685.0,0.0839,,7.8,,2.9
27721,Thompson,tube,13.79,2211.0,-0.0833,1.9,1.9,152.0,4.6
27722,Thompson,tube,10.34,4855.0,-0.0601,10.3,10.3,762.0,7.7
27723,Weatherhead,tube,13.79,963.0,0.0145,,7.7,457.0,2.5
27724,Thompson,tube,15.51,2441.0,,1.9,1.9,696.0,2.6
27725,Beus,annulus,8.27,1345.0,0.0749,5.6,15.2,2134.0,2.7
27726,Beus,annulus,11.03,,,5.6,15.2,2134.0,5.8
27727,Thompson,tube,,4096.0,,10.8,10.8,864.0,5.9
27728,Peskov,,,1944.0,,10.0,10.0,,5.3
27729,Thompson,tube,6.89,,,3.6,3.6,,5.6
27730,Thompson,tube,6.89,3811.0,,23.6,23.6,,2.2
27731,Thompson,,6.72,4055.0,0.0763,10.8,10.8,864.0,2.0
27732,Beus,annulus,8.27,3701.0,,5.6,15.2,,2.5
27733,Thompson,tube,13.79,1736.0,,7.8,7.8,591.0,4.3
27734,Janssen,annulus,,2292.0,0.0336,12.7,42.3,1778.0,4.3
27735,Peskov,tube,13.79,4986.0,,5.6,5.6,660.0,3.4
27736,Thompson,tube,6.89,1356.0,0.0406,12.8,12.8,1930.0,4.3
27737,Peskov,,14.0,,-0.0514,10.0,10.0,660.0,3.2
27738,Thompson,tube,13.79,783.0,-0.0805,,4.7,318.0,3.4
27739,Thompson,tube,6.89,,-0.0158,,5.6,,4.1
27740,Peskov,,12.0,4028.0,-0.0465,,,1650.0,3.3
27741,Janssen,,9.68,,,6.4,15.9,,2.2
27742,Thompson,tube,,2184.0,,1.9,,696.0,2.7
27743,Weatherhead,tube,13.79,671.0,,7.7,7.7,,1.5
27744,Beus,annulus,11.03,3679.0,0.0847,5.6,15.2,2134.0,2.2
27745,Thompson,tube,13.79,5316.0,-0.4486,4.7,,318.0,3.5
27746,Thompson,tube,10.34,3730.0,-0.1209,10.3,10.3,762.0,3.6
27747,,tube,6.89,5832.0,-0.0482,10.3,10.3,,4.8
27748,Thompson,tube,3.45,1316.0,0.0221,3.6,3.6,76.0,7.7
27749,Thompson,tube,6.89,,0.0404,23.6,23.6,1972.0,2.4
27750,Janssen,annulus,9.65,1519.0,0.0334,12.7,42.3,1778.0,3.7
27751,,tube,,3024.0,,,,152.0,4.3
27752,Thompson,tube,13.79,4109.0,,4.7,4.7,318.0,3.9
27753,Weatherhead,tube,13.79,1326.0,,,11.1,457.0,2.7
27754,Janssen,annulus,6.92,1505.0,0.0423,8.5,24.6,,2.0
27755,Thompson,tube,,2645.0,-0.1023,7.7,7.7,,4.5
27756,Janssen,annulus,6.89,1505.0,0.0442,12.7,42.3,1778.0,3.6
27757,,tube,10.51,2550.0,0.0567,4.6,4.6,229.0,1.2
27758,Beus,,15.51,3673.0,-0.0943,5.6,15.2,2134.0,2.1
27759,Thompson,tube,6.89,,,37.5,37.5,1953.0,2.8
27760,Inasaka,tube,0.31,6200.0,-0.1221,3.0,3.0,100.0,8.3
27761,Thompson,tube,13.79,3458.0,-0.3209,4.7,4.7,318.0,4.1
27762,Peskov,tube,13.79,1302.0,-0.0431,5.7,5.7,625.0,5.0
27763,Beus,annulus,6.89,861.0,,5.6,15.2,2134.0,2.3
27764,Thompson,tube,6.89,2645.0,0.0983,37.5,37.5,1953.0,2.3
27765,Thompson,,10.34,7880.0,-0.0411,,10.3,762.0,4.9
27766,Thompson,tube,13.79,1383.0,0.134,7.7,7.7,457.0,1.6
27767,Thompson,tube,3.76,2631.0,0.086,4.6,4.6,229.0,7.3
27768,Thompson,tube,10.34,4842.0,-0.0297,10.3,10.3,762.0,3.0
27769,Janssen,annulus,9.68,1500.0,-0.0058,,38.1,914.0,9.1
27770,Peskov,,10.0,,-0.03,10.0,10.0,890.0,4.3
27771,Thompson,tube,6.89,,,,10.3,794.0,6.8
27772,Thompson,tube,13.79,1980.0,,7.7,7.7,457.0,2.3
27773,,plate,0.1,912.0,-0.0929,15.0,120.0,10.0,8.2
27774,Peskov,tube,14.0,2200.0,,10.0,10.0,893.0,3.0
27775,Williams,tube,13.79,1332.0,-0.0847,9.5,9.5,1836.0,7.0
27776,,tube,,2767.0,-0.0127,,1.9,696.0,2.9
27777,Janssen,annulus,9.65,2292.0,,12.7,42.3,1778.0,2.4
27778,,,6.89,7269.0,-0.0338,10.3,10.3,,6.8
27779,Janssen,annulus,,2767.0,-0.0404,,38.1,914.0,3.3
27780,,tube,18.96,2034.0,-0.0411,1.9,1.9,152.0,3.8
27781,Peskov,tube,15.0,2042.0,,,10.0,,0.9
27782,Thompson,tube,,2509.0,,1.9,1.9,152.0,2.7
27783,,tube,13.79,1533.0,0.1331,4.7,,318.0,3.2
27784,,,6.89,2794.0,0.0403,,37.5,1953.0,2.5
27785,Peskov,tube,12.0,2428.0,,10.0,10.0,400.0,2.5
27786,Thompson,tube,12.07,,-0.0218,1.9,1.9,152.0,5.2
27787,Thompson,,6.89,5520.0,-0.0466,23.6,,1972.0,5.5
27788,Weatherhead,tube,13.79,2034.0,0.0929,7.7,7.7,457.0,1.1
27789,Thompson,tube,7.0,2034.0,0.0005,10.8,10.8,,2.5
27790,Thompson,tube,10.34,5696.0,,10.3,10.3,,8.5
27791,Thompson,tube,6.89,,,12.8,12.8,1930.0,3.4
27792,Thompson,,15.51,3024.0,,,1.9,152.0,2.0
27793,Williams,tube,,4069.0,0.0778,9.5,,,9.5
27794,Thompson,,,1332.0,-0.159,7.7,7.7,,2.8
27795,Thompson,tube,,705.0,0.0249,7.7,7.7,457.0,2.0
27796,Thompson,tube,18.27,3062.0,,,3.0,35.0,3.5
27797,Thompson,tube,6.96,3811.0,,10.8,10.8,864.0,3.2
27798,Williams,tube,15.17,1335.0,,9.5,9.5,,1.7
27799,Thompson,tube,13.79,677.0,0.0258,7.8,7.8,591.0,2.5
27800,,tube,,1063.0,,10.8,10.8,432.0,6.7
27801,Beus,annulus,11.03,3673.0,0.1762,5.6,15.2,2134.0,1.8
27802,Thompson,tube,6.89,3797.0,0.0857,10.8,10.8,432.0,3.3
27803,Richenderfer,plate,0.51,1000.0,-0.0195,15.0,120.0,10.0,6.0
27804,,tube,13.79,,-0.0289,7.7,7.7,457.0,3.9
27805,,tube,6.96,1017.0,0.1114,10.8,,216.0,2.5
27806,Thompson,tube,6.79,3838.0,,10.8,10.8,432.0,3.8
27807,Thompson,tube,10.34,5845.0,,10.3,10.3,,3.9
27808,Weatherhead,,13.79,1329.0,,11.1,11.1,,2.0
27809,Thompson,tube,18.96,2048.0,,1.9,,152.0,8.0
27810,Janssen,annulus,6.92,,0.0235,12.7,42.3,1778.0,3.2
27811,Thompson,,13.79,639.0,-0.1208,,4.7,305.0,2.9
27812,Thompson,tube,13.79,5384.0,0.0787,4.6,4.6,,1.7
27813,Thompson,tube,6.86,4069.0,0.0858,,5.6,432.0,2.0
27814,Thompson,,13.79,3133.0,-0.0404,1.9,,,4.3
27815,Thompson,tube,13.79,5601.0,,1.9,,152.0,4.9
27816,Thompson,tube,6.89,2767.0,,4.6,4.6,295.0,2.4
27817,Weatherhead,tube,13.79,,-0.1341,7.7,7.7,457.0,3.9
27818,,tube,18.0,5361.0,,10.0,10.0,1300.0,4.1
27819,Beus,annulus,11.03,1358.0,-0.0233,5.6,15.2,2134.0,2.1
27820,Thompson,tube,7.07,4204.0,0.0238,4.6,,229.0,2.5
27821,Peskov,tube,15.17,2691.0,,9.5,9.5,1836.0,1.6
27822,Thompson,,18.27,857.0,-0.1224,3.0,3.0,150.0,2.9
27823,Thompson,,3.45,3879.0,,10.3,10.3,762.0,7.7
27824,Thompson,,6.89,4096.0,-0.0404,10.8,10.8,,4.9
27825,Peskov,,,3861.0,-0.0928,10.0,10.0,1000.0,6.4
27826,Thompson,tube,12.07,2590.0,-0.0364,1.9,,152.0,4.0
27827,Thompson,tube,,7554.0,-0.0027,10.3,10.3,762.0,5.9
27828,Thompson,tube,18.27,861.0,-0.1258,1.9,1.9,35.0,3.2
27829,Thompson,tube,10.34,3757.0,,10.3,10.3,762.0,4.4
27830,Weatherhead,tube,13.79,1655.0,0.0628,7.7,,457.0,2.3
27831,Thompson,,10.34,7880.0,,,10.3,762.0,7.6
27832,Weatherhead,,13.79,,,,11.1,457.0,2.8
27833,Thompson,tube,6.76,,,4.6,4.6,229.0,3.3
27834,,tube,13.79,1953.0,-0.0898,11.1,11.1,457.0,3.6
27835,Kossolapov,plate,0.1,734.0,-0.0373,15.0,,10.0,3.7
27836,Beus,annulus,,3690.0,0.1538,,15.2,2134.0,1.1
27837,Thompson,tube,10.0,4286.0,,10.0,10.0,,4.3
27838,Janssen,annulus,6.86,1519.0,0.1388,8.5,22.3,,1.8
27839,Thompson,tube,13.79,1926.0,-0.1208,4.7,4.7,318.0,3.2
27840,Thompson,tube,6.79,4014.0,0.0028,10.8,10.8,216.0,6.7
27841,,,18.96,2772.0,,1.9,1.9,152.0,5.0
27842,,annulus,5.51,,,12.7,42.3,1778.0,3.4
27843,Weatherhead,tube,,2034.0,0.0487,7.7,7.7,457.0,2.3
27844,,annulus,15.51,2721.0,0.0253,5.6,15.2,,1.8
27845,,tube,6.72,4055.0,0.0804,10.8,10.8,864.0,2.0
27846,Thompson,tube,13.79,2428.0,,1.9,1.9,152.0,4.2
27847,Weatherhead,,13.79,1980.0,0.0484,,7.7,,2.3
27848,Thompson,tube,3.45,5886.0,0.0206,10.3,10.3,762.0,4.3
27849,Thompson,tube,3.9,4055.0,0.0212,10.8,10.8,864.0,4.4
27850,Weatherhead,tube,13.79,1967.0,,11.1,11.1,457.0,2.7
27851,Janssen,annulus,,2292.0,-0.0202,12.7,42.3,1778.0,4.1
27852,Thompson,tube,13.79,3418.0,-0.0069,4.7,4.7,,5.0
27853,Thompson,tube,6.89,5479.0,0.0001,37.5,37.5,,3.6
27854,Peskov,tube,16.0,1617.0,-0.0466,10.0,10.0,890.0,1.9
27855,Beus,annulus,,,0.0202,5.6,15.2,2134.0,2.8
27856,Thompson,,6.89,5479.0,-0.0027,23.6,23.6,610.0,8.0
27857,Thompson,tube,13.79,3811.0,-0.0594,1.9,1.9,,3.6
27858,Thompson,,,,-0.0735,37.5,37.5,1953.0,4.5
27859,Thompson,tube,,1383.0,,,7.7,457.0,2.6
27860,Thompson,tube,13.79,1260.0,,7.8,7.8,591.0,2.3
27861,Williams,,11.03,2710.0,0.0901,9.5,9.5,1836.0,2.0
27862,,tube,13.79,1410.0,-0.1005,,,591.0,2.5
27863,Weatherhead,,13.79,2563.0,-0.0389,7.7,7.7,,4.5
27864,Thompson,,10.34,6049.0,-0.0595,10.3,10.3,762.0,6.2
27865,Peskov,tube,,,-0.2306,10.0,10.0,1650.0,4.1
27866,Williams,tube,,2780.0,0.0259,9.5,9.5,1836.0,1.0
27867,Janssen,annulus,,765.0,,22.2,96.3,1778.0,3.2
27868,Beus,annulus,15.51,2723.0,-0.0394,5.6,15.2,,2.9
27869,Thompson,tube,13.79,3648.0,-0.0849,4.7,,318.0,3.8
27870,Thompson,tube,,7202.0,-0.0416,10.3,,762.0,4.3
27871,Thompson,tube,6.89,3665.0,,23.6,23.6,610.0,4.7
27872,Thompson,tube,6.96,4056.0,0.0043,,10.8,864.0,4.2
27873,Thompson,tube,,4218.0,-0.0416,,10.3,762.0,5.0
27874,Thompson,tube,6.72,4056.0,0.1108,10.8,10.8,864.0,3.0
27875,Weatherhead,tube,13.79,2021.0,,7.7,7.7,457.0,2.6
27876,Peskov,tube,12.0,4986.0,-0.0466,,,1650.0,5.2
27877,Thompson,tube,20.68,3784.0,-0.363,3.6,3.6,76.0,4.5
27878,Thompson,,6.79,4014.0,0.0126,10.8,10.8,432.0,3.7
27879,,annulus,15.51,2731.0,0.1461,,15.2,2134.0,2.3
27880,Thompson,tube,10.34,3947.0,,10.3,10.3,,5.0
27881,Williams,tube,15.17,3997.0,-0.0122,9.5,9.5,1836.0,3.1
27882,Thompson,tube,3.45,3743.0,0.153,10.3,10.3,762.0,3.7
27883,Thompson,tube,18.96,,,1.9,1.9,,2.1
27884,Thompson,tube,,4286.0,-0.0466,10.3,10.3,794.0,5.4
27885,,,10.34,7432.0,-0.2001,10.3,10.3,762.0,7.3
27886,Thompson,tube,13.79,,,1.9,1.9,152.0,3.4
27887,Thompson,tube,,,0.146,10.3,10.3,762.0,3.0
27888,Peskov,,14.0,2217.0,,,10.0,520.0,7.1
27889,Thompson,tube,10.45,1275.0,0.0711,4.6,4.6,229.0,2.6
27890,Thompson,annulus,6.89,,-0.0801,12.7,38.1,914.0,4.4
27891,Janssen,annulus,9.71,2278.0,0.1056,12.7,42.3,1778.0,3.1
27892,,tube,13.79,2916.0,0.0839,7.8,7.8,591.0,2.3
27893,Thompson,,6.89,1899.0,-0.0166,12.8,12.8,1930.0,7.4
27894,Williams,tube,13.79,,,,9.5,1836.0,7.3
27895,Thompson,tube,18.96,2740.0,-0.0298,1.9,1.9,152.0,3.9
27896,Weatherhead,,13.79,2007.0,0.0111,7.7,7.7,457.0,2.5
27897,Richenderfer,plate,0.1,5750.0,-0.0373,,120.0,10.0,5.6
27898,Thompson,tube,15.51,2034.0,-0.0443,,,152.0,3.5
27899,,,15.51,,0.1232,5.6,5.6,2134.0,5.6
27900,Thompson,,13.79,5249.0,-0.0424,4.7,4.7,318.0,7.2
27901,Thompson,tube,,903.0,0.0833,4.7,4.7,318.0,2.7
27902,Thompson,tube,18.96,,,1.9,,152.0,4.9
27903,Thompson,tube,6.72,2021.0,0.0907,,10.8,864.0,8.8
27904,Weatherhead,tube,13.79,2048.0,0.1169,11.1,,457.0,1.0
27905,Thompson,tube,13.79,,0.0961,7.8,7.8,,2.8
27906,Thompson,tube,6.89,959.0,-0.0124,23.6,23.6,610.0,4.8
27907,,tube,6.89,3838.0,0.0647,,3.6,76.0,1.8
27908,Thompson,tube,6.89,5479.0,,,10.3,762.0,6.6
27909,,tube,3.9,,0.0475,10.8,10.8,,4.8
27910,Thompson,tube,3.45,,0.0817,,,864.0,3.3
27911,Thompson,,13.79,1302.0,,7.7,7.7,457.0,2.7
27912,Thompson,tube,10.41,5737.0,0.1274,4.6,4.6,229.0,3.4
27913,Janssen,annulus,6.87,,0.1225,12.7,,,1.1
27914,Thompson,tube,6.89,6049.0,-0.0416,5.6,5.6,762.0,6.5
27915,Thompson,tube,6.86,4069.0,0.0713,10.8,10.8,864.0,3.6
27916,Beus,annulus,15.51,2693.0,-0.0185,5.6,15.2,2134.0,2.1
27917,Thompson,tube,,2061.0,0.0858,5.6,5.6,432.0,4.5
27918,Thompson,tube,6.89,6157.0,0.0073,,4.7,,4.2
27919,Thompson,tube,,7500.0,0.0196,12.8,12.8,1930.0,3.8
27920,Thompson,tube,13.79,4259.0,0.0821,4.7,4.7,318.0,3.1
27921,Beus,annulus,13.79,2717.0,-0.0158,5.6,15.2,2134.0,2.7
27922,Peskov,tube,11.0,4750.0,,,10.0,893.0,5.1
27923,Kossolapov,plate,0.1,1000.0,-0.0105,,120.0,10.0,3.2
27924,Thompson,tube,12.07,3255.0,,1.9,1.9,696.0,4.9
27925,Thompson,tube,13.79,936.0,0.0334,,,457.0,2.6
27926,Thompson,tube,13.79,932.0,-0.0373,7.7,7.7,457.0,2.1
27927,Thompson,tube,6.89,4977.0,,10.3,10.3,794.0,6.6
27928,,plate,0.2,1339.0,,15.0,,10.0,3.8
27929,Thompson,tube,6.89,1214.0,0.086,4.6,4.6,229.0,2.5
27930,Peskov,tube,12.0,2439.0,0.1103,,10.0,1650.0,1.8
27931,Thompson,,,,-0.0545,1.9,1.9,152.0,4.0
27932,Richenderfer,,0.1,1500.0,0.0335,15.0,120.0,,3.8
27933,Thompson,tube,10.41,2387.0,,,4.6,229.0,7.9
27934,Janssen,annulus,6.89,1354.0,0.0364,12.7,38.1,914.0,3.8
27935,,tube,,2034.0,0.0585,9.3,9.3,1524.0,2.5
27936,Thompson,tube,,2509.0,-0.0833,1.9,1.9,696.0,3.9
27937,,tube,,2021.0,,,7.7,,2.5
27938,,tube,13.79,1505.0,0.0863,7.8,7.8,591.0,2.7
27939,Peskov,,14.0,1617.0,0.0323,10.0,10.0,890.0,2.2
27940,Williams,,15.17,1335.0,0.0231,9.5,9.5,1836.0,2.6
27941,Thompson,,17.24,3675.0,0.1077,1.9,1.9,,2.8
27942,Beus,,15.51,1356.0,,5.6,15.2,,3.7
27943,Janssen,annulus,6.89,7107.0,0.0102,6.4,15.9,914.0,3.1
27944,Thompson,,13.79,3065.0,0.212,,7.8,591.0,1.8
27945,,tube,6.89,5493.0,0.0383,37.5,37.5,1953.0,2.8
27946,Thompson,tube,13.79,1351.0,0.0876,,7.7,457.0,1.3
27947,Janssen,annulus,6.92,2292.0,,12.7,42.3,1778.0,3.2
27948,Thompson,,6.89,3757.0,-0.0813,10.3,10.3,762.0,7.3
27949,Thompson,tube,13.79,4123.0,0.0787,7.8,7.8,,2.3
27950,,tube,13.79,2373.0,0.0351,7.8,7.8,,2.5
27951,,tube,6.86,,-0.0246,10.8,10.8,432.0,5.5
27952,Thompson,tube,10.34,577.0,-0.0071,10.3,,762.0,5.7
27953,Thompson,tube,6.89,3580.0,-0.0434,23.6,23.6,1972.0,4.5
27954,Thompson,tube,7.0,4069.0,0.1609,,10.8,864.0,4.9
27955,Thompson,tube,6.89,,-0.0263,9.3,9.3,762.0,4.4
27956,Janssen,annulus,8.27,1519.0,0.0497,4.6,11.3,,2.4
27957,,annulus,11.03,2710.0,0.1006,,15.2,,1.8
27958,Thompson,tube,10.34,,,10.3,10.3,762.0,1.4
27959,Thompson,tube,6.9,4056.0,0.0015,10.8,10.8,864.0,4.9
27960,,tube,13.79,3648.0,0.0258,,4.7,,0.9
27961,Thompson,tube,,2590.0,-0.0297,1.9,1.9,,4.9
27962,Thompson,tube,13.79,4164.0,-0.0071,4.7,4.7,318.0,3.2
27963,Janssen,annulus,6.89,2807.0,,6.4,15.9,914.0,4.5
27964,Thompson,tube,6.79,,,,10.8,216.0,3.9
27965,Thompson,tube,13.79,2061.0,0.0028,7.8,7.8,591.0,3.9
27966,Thompson,tube,13.79,,-0.0659,,,696.0,3.9
27967,Thompson,tube,13.79,,-0.0579,1.9,1.9,696.0,3.8
27968,,tube,10.0,4069.0,,10.0,10.0,890.0,4.0
27969,Thompson,tube,6.89,,-0.0298,10.3,,762.0,4.5
27970,,tube,13.79,3052.0,,7.8,,591.0,2.6
27971,Thompson,tube,13.79,1046.0,0.0985,7.8,7.8,591.0,11.3
27972,Thompson,tube,13.79,2238.0,-0.0195,1.9,1.9,152.0,6.2
27973,Weatherhead,tube,13.79,1316.0,-0.1239,7.7,,457.0,8.0
27974,,tube,6.79,3838.0,-0.0166,,10.8,432.0,6.6
27975,Thompson,tube,15.51,,-0.0252,1.9,1.9,152.0,3.1
27976,Janssen,annulus,6.92,,0.1988,8.5,24.6,1778.0,3.1
27977,Thompson,tube,6.89,1214.0,-0.0416,,3.6,,5.9
27978,Thompson,tube,13.79,1383.0,,4.7,4.7,318.0,2.9
27979,Thompson,,6.89,,0.1537,1.9,1.9,2591.0,3.3
27980,Williams,tube,11.03,4096.0,,9.5,9.5,1836.0,2.1
27981,Peskov,tube,,4986.0,,10.0,10.0,565.0,3.1
27982,Williams,tube,15.17,,,9.5,9.5,1836.0,1.8
27983,Thompson,tube,6.89,4069.0,0.0379,10.8,10.8,1727.0,6.8
27984,Thompson,tube,10.34,7880.0,,10.3,10.3,762.0,8.0
27985,Thompson,tube,6.83,4069.0,0.0141,10.8,10.8,432.0,4.5
27986,Peskov,tube,10.0,2034.0,,,10.0,890.0,1.4
27987,Thompson,tube,13.79,1736.0,0.1286,7.8,7.8,591.0,2.4
27988,Thompson,tube,,,,23.6,23.6,1972.0,4.2
27989,,tube,3.86,4055.0,0.0505,,10.8,432.0,4.8
27990,Weatherhead,tube,13.79,2007.0,-0.1479,7.7,7.7,457.0,3.5
27991,Janssen,tube,4.13,1682.0,,12.7,42.3,,3.4
27992,Thompson,tube,,903.0,0.0406,4.7,4.7,318.0,2.2
27993,Thompson,,17.24,2740.0,-0.1977,1.9,1.9,152.0,6.2
27994,Thompson,tube,15.51,3743.0,,,,152.0,3.8
27995,Richenderfer,plate,0.2,1000.0,-0.0407,,120.0,10.0,4.1
27996,Thompson,tube,,2373.0,-0.0198,1.9,,152.0,3.0
27997,Thompson,,11.1,1356.0,0.1742,11.5,,1524.0,2.5
27998,Thompson,tube,6.9,3458.0,,,10.8,864.0,2.5
27999,Janssen,annulus,,1519.0,0.081,12.7,42.3,2743.0,2.8
28000,Thompson,tube,18.96,1383.0,-0.0886,1.9,1.9,152.0,2.3
28001,Beus,,,1345.0,0.1329,5.6,15.2,2134.0,2.2
28002,Thompson,tube,6.89,4056.0,0.0005,10.8,10.8,864.0,4.6
28003,Thompson,tube,6.89,,-0.0591,10.3,10.3,,12.6
28004,Thompson,tube,13.79,739.0,-0.1756,,7.7,,9.0
28005,Thompson,tube,13.79,912.0,-0.201,4.7,4.7,,2.3
28006,Thompson,tube,3.45,4123.0,,10.3,10.3,762.0,6.6
28007,Thompson,tube,17.24,2875.0,-0.0168,1.9,1.9,152.0,4.0
28008,Thompson,tube,15.51,2997.0,,,1.9,,3.5
28009,Thompson,tube,3.86,3784.0,0.1129,10.8,10.8,432.0,3.5
28010,Thompson,tube,6.89,3811.0,0.0682,23.6,23.6,1972.0,2.6
28011,Thompson,tube,6.89,5466.0,0.1165,,12.8,1930.0,3.9
28012,Janssen,annulus,6.89,1519.0,,8.5,22.3,2743.0,2.0
28013,Thompson,tube,17.24,2007.0,,1.9,1.9,,3.8
28014,Beus,annulus,13.79,3678.0,0.0202,5.6,15.2,2134.0,1.8
28015,,tube,6.89,3933.0,,10.3,10.3,762.0,4.8
28016,Thompson,tube,3.9,3797.0,0.0001,10.8,10.8,432.0,4.4
28017,Janssen,,6.89,,0.03,12.7,42.3,1778.0,3.1
28018,,tube,6.89,2007.0,,10.8,,,9.0
28019,Thompson,tube,17.24,3662.0,-0.0515,,1.9,,2.2
28020,Beus,annulus,11.03,3690.0,,5.6,15.2,2134.0,1.6
28021,Janssen,annulus,9.71,2292.0,,,42.3,,3.2
28022,Thompson,tube,10.34,5696.0,-0.1688,,10.3,762.0,7.7
28023,Thompson,tube,10.34,7500.0,-0.0591,,10.3,,6.6
28024,Thompson,tube,13.79,2116.0,0.0936,7.8,7.8,591.0,2.7
28025,Thompson,tube,,4055.0,,11.5,11.5,1524.0,2.1
28026,Janssen,,6.89,1750.0,0.209,8.5,22.3,,2.5
28027,Thompson,,3.45,3770.0,0.0406,10.3,10.3,762.0,4.8
28028,Thompson,tube,6.89,1899.0,,23.6,23.6,1972.0,3.4
28029,Weatherhead,tube,13.79,1344.0,-0.0134,11.1,11.1,,5.5
28030,Thompson,,6.89,4069.0,0.0008,10.8,10.8,432.0,4.3
28031,Thompson,tube,10.35,,-0.0997,10.3,10.3,,5.5
28032,Thompson,tube,11.03,4123.0,-0.0263,11.5,11.5,914.0,5.0
28033,Thompson,,6.89,1316.0,,3.6,3.6,76.0,4.8
28034,,,13.79,2075.0,,4.7,4.7,305.0,2.1
28035,Janssen,annulus,6.92,2319.0,0.0297,12.7,38.1,737.0,1.3
28036,Thompson,tube,10.34,5913.0,-0.0987,10.3,10.3,762.0,5.4
28037,,tube,18.0,1356.0,,,10.0,,1.8
28038,Janssen,annulus,9.68,5615.0,-0.0078,12.7,38.1,914.0,3.2
28039,Thompson,tube,3.45,3960.0,0.0203,10.3,10.3,762.0,4.8
28040,Thompson,tube,13.79,1533.0,0.0165,7.8,7.8,591.0,3.8
28041,Thompson,tube,13.79,6212.0,-0.0931,,,318.0,6.8
28042,Beus,annulus,11.03,1360.0,,5.6,,2134.0,1.8
28043,,annulus,9.68,5600.0,,6.4,15.9,914.0,3.0
28044,Thompson,tube,10.34,,,10.3,10.3,762.0,4.3
28045,Thompson,tube,6.89,6049.0,-0.0373,10.3,10.3,762.0,6.5
28046,Thompson,,3.45,5249.0,,5.7,5.7,625.0,1.5
28047,Thompson,tube,10.34,4842.0,-0.1228,10.3,10.3,762.0,6.2
28048,Janssen,,6.89,,,,42.3,,3.1
28049,Janssen,annulus,8.27,1519.0,0.0191,12.7,42.3,1778.0,4.5
28050,,tube,6.89,2563.0,0.1085,12.4,12.4,610.0,7.2
28051,Thompson,,10.34,7880.0,0.0209,,10.3,762.0,2.8
28052,Thompson,,13.79,2441.0,-0.0444,1.9,1.9,152.0,3.2
28053,Beus,,,671.0,0.1233,5.6,15.2,2134.0,1.0
28054,Thompson,tube,6.89,3648.0,-0.0398,10.3,10.3,762.0,4.9
28055,Weatherhead,,13.79,,0.1698,,7.7,457.0,1.9
28056,Williams,tube,13.79,1396.0,0.0997,9.5,9.5,1836.0,2.4
28057,Peskov,tube,10.0,4042.0,-0.0434,10.0,10.0,400.0,3.2
28058,Thompson,tube,10.34,7920.0,,,10.3,762.0,4.8
28059,Mortimore,,13.79,1344.0,,12.7,13.3,2134.0,7.3
28060,Thompson,tube,13.79,1356.0,0.0947,7.7,7.7,457.0,2.2
28061,Thompson,tube,13.79,1383.0,0.0868,7.8,7.8,591.0,2.1
28062,Thompson,tube,6.89,1370.0,-0.0415,12.8,12.8,1930.0,2.5
28063,Weatherhead,tube,,1354.0,,,,457.0,2.8
28064,Beus,annulus,15.51,2729.0,0.0747,5.6,15.2,2134.0,1.8
28065,Thompson,tube,13.79,1844.0,-0.141,4.7,4.7,318.0,3.8
28066,Thompson,tube,13.79,1383.0,0.0142,7.7,7.7,457.0,2.7
28067,,tube,0.91,,-0.0431,4.7,4.7,,5.1
28068,Janssen,annulus,9.71,2292.0,0.0384,12.7,42.3,1778.0,2.7
28069,Thompson,tube,13.79,746.0,0.0902,4.7,4.7,,1.6
28070,Thompson,tube,,3811.0,-0.0204,1.9,1.9,152.0,5.3
28071,Thompson,tube,3.45,7473.0,,10.3,10.3,,4.6
28072,Thompson,tube,6.93,4059.0,,,10.8,1727.0,3.5
28073,Thompson,tube,6.89,1000.0,-0.0407,,10.3,794.0,3.0
28074,Janssen,,6.92,,0.1219,22.2,96.3,,2.5
